Name,Duplicate,Founding_Year,Location,Description,Portfolio,Investments,Lead_Investments,Article_Mentions,Exits,Exits_IPO,IRR,TVPI,DPI,RVPI,Contributed,Distributed,Distributed_NAV,Fund_NAV,Gain_Since_Inception,Employees,Founders,Industries,Last_Updated,Funding_Rounds,Fund_Status,Fund_Name,Last_Funding,Total_Funding,Website,Crunchbase,holistic
AgTech Innovation Partners,,2016,"Davis, CA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,The AgTech Innovation Fund,"Jan 1, 2016",0,,,201.60000000000002
Elysian Park Ventures,,2014,"Los Angeles, California, United States","Elysian Park Ventures is a private investment firm that invests in the intersection of sports, technology, and entertainment.",12,15,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,,,0,0,,,,0,http://www.elysianpark.ventures/,https://www.crunchbase.com/organization/elysian-park-ventures,204.5
Battery Global Advisors,Duplicate,2018,"Boston, MA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,BGA Horizon Fund,"Dec 31, 2018",20450000,,,2045201.8
Equal Ventures,,2020,"New York, NY",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Equal Ventures 1,"Feb 11, 2020",56000000,,,5600201.9
Gambit Ventures,Duplicate,2016,"New York, New York, United States",Early stage fund providing strategic guidance to companies gathering unique data assets to be leveraged for varied commercial use cases,13,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Keith Petri, Lev Ekster",,0,0,,,,0,http://meetgambit.com/,https://www.crunchbase.com/organization/gambit-ventures,204.50000000000003
Fifty Years,Duplicate,2019,"San Francisco, CA",,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Fifty Years Fund II,"Jul 1, 2019",50000000,,,5000202.5
Florida Funders,Duplicate,0,"Tampa, FL",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,Seed Florida Early Stage Investment Fund,,1500000,,,150000.0
Betaworks Ventures,,0,"New York, NY",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open (First Close),Betaworks Ventures 2.0,,0,,,0.2
"Atrium Capital, Follett",,2013,"Menlo Park, CA",,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Follett Knowledge Fund,"Jun 20, 2013",50000000,,,5000201.8
Geekdom Fund,,0,"San Antonio, TX",,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,Geekdom Fund III,,19400000,,,1940000.4
Day View Capital Partners,,2018,"San Francisco, CA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Day View Capital Partners I,"Dec 31, 2018",14880000,,,1488201.7
Anorak Ventures,Duplicate,2016,"San Francisco, California, United States",Investing at the earliest stages in transformational people and technology,26,29,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Greg Castle,"Artificial Intelligence, Augmented Reality, Computer Vision, Robotics, Venture Capital, Video Streaming, Virtual Reality",0,1,,,"Oct 25, 2016",0,http://www.anorak.vc/,https://www.crunchbase.com/organization/anorak-ventures-2,208.00000000000003
Envision Ventures,Duplicate,2015,"Menlo Park, California, United States","Independent and evergreen venture capital fund investing in Data, Security, and IoT software",11,11,1,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,Venture Capital,0,0,,,,0,http://envisionvc.com/,https://www.crunchbase.com/organization/envision-ventures,204.2
Gambit Ventures,Duplicate,0,"New York, NY",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Gambit Ventures,,50000,,,5000.2
Casdin Capital,,2012,"New York, New York, United States","Casdin Capital, LLC is an investment firm focused on the life sciences and healthcare industry.",49,58,6,24,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Eli Casdin,"Biotechnology, Financial Services, Life Science",0,0,,,,0,http://www.casdincapital.com,https://www.crunchbase.com/organization/casdin-capital,216.90000000000003
Base Ventures,Duplicate,2012,"Berkeley, California, United States",Base Ventures is a company investing in seed-stage technology companies.,83,101,5,45,21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Erik Moore, Kirby Harris",Venture Capital,0,0,,,,0,http://base.ventures,https://www.crunchbase.com/organization/base-vc,226.70000000000002
BluePointe Ventures,,2014,"San Mateo, CA",,0,19,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Sandeep Sardana,,0,0,Closed,"BluePointe Ventures TechFund 1, BluePointe Ventures TechFund II","Dec 31, 2018",19590000,http://www.bluepointeventures.com/,https://www.crunchbase.com/organization/bluepoint-ventures,1959203.5
11.2 Capital,,2013,"San Francisco, California, United States","We focus on emerging technologies such as AI, cybersecurity, robotics, quantum, new space, computational therapeutics, synthetic biology.",22,27,2,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Shelley Zhuang,"Finance, Financial Services, Venture Capital",0,2,Open,"11.2 Capital I, 11.2 Capital II",,49000000,http://www.112capital.com,https://www.crunchbase.com/organization/112capital,4900206.9
Fifty Years,Duplicate,2015,"San Francisco, California, United States",Fifty Years is an early stage VC fund backing entrepreneurs solving the world's biggest problems.,27,42,3,39,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Ela Madej, Seth Bannon","Biotechnology, Impact Investing, Life Science, Venture Capital",0,0,,,,0,http://fiftyyears.com/,https://www.crunchbase.com/organization/fifty-years,212.6
Bit Angels,,2013,"Austin, Texas, United States",World's first distributed veteran entrepreneur and angel investor group.,2,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,,,0,http://www.bitangels.co/#1,https://www.crunchbase.com/organization/bit-angels,201.89999999999998
Bandgap Ventures,,2014,"Austin, TX",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Bandgap Ventures I,"Dec 31, 2014",4050000,,,405201.6
Bulldog Innovation Group,,0,"New Haven, CT",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Whitney Innovation Fund,,4000000,,,400000.1
Capstone Ventures,,0,"Menlo Park, CA",,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Fully Invested,Capstone Ventures,,24000000,,,2400000.4
Battery Global Advisors,,2016,"Boston, MA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Battery Global Advisors,"Mar 7, 2016",10100000,,,1010201.6
Emergent Growth Fund,Duplicate,2014,"Gainesville, FL",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Fully Invested,Emergent II Growth Fund,"Dec 31, 2014",5000000,,,500201.5
Camp One Ventures,,2016,"Birmingham, AL",,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Camp One Ventures,"Dec 31, 2016",0,,,201.90000000000003
EQx Fund,,2018,"Boston, Massachusetts, United States",EQx Fund operates an evergreen Angel Fund focused on diversified early stage investments in extraordinary Founders,17,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Jason Kraus, Ziad H. Moukheiber","Angel Investment, Business Development, Venture Capital",0,0,,,,0,https://eqxfund.com/,https://www.crunchbase.com/organization/eqx-fund,205.2
Elementum Ventures,,2014,"Menlo Park, California, United States",Elementum Ventures is a venture capital firm specializing in early stages.,10,12,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,Venture Capital,0,0,,,,0,http://www.elementum.vc,https://www.crunchbase.com/organization/elementumventures,203.89999999999998
Bowery Capital,Duplicate,2013,"New York, NY",,0,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Bowery Capital Fund I,"May 2, 2013",33000000,,,3300203.2
Deepwork Capital,,2019,"Orlando, FL",,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,FAN Investors Fund II,"Oct 1, 2019",20000000,,,2000202.4
Breakout Ventures,Duplicate,2016,"San Francisco, California, United States",Breakout Ventures is an early stage fund that backs bold scientist entrepreneurs.,9,12,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,"Advanced Materials, Artificial Intelligence, Energy, Financial Services, Life Science, Machine Learning, Venture Capital",0,0,,,,0,https://www.breakout.vc/,https://www.crunchbase.com/organization/breakoutventures,204.2
Afore Capital,,2016,"San Francisco, California, United States",Afore Capital is a venture fund that focuses on pre-seed stage exclusively and is based in the San Francisco Bay Area.,30,46,8,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Anamitra Banerji, Gaurav Jain","Angel Investment, Financial Services, Venture Capital",0,0,,,,0,http://afore.vc/,https://www.crunchbase.com/organization/afore-capital,210.70000000000002
dRx Capital,,2015,"San Diego, California, United States",dRx Capital AG is a joint venture investment company launched by Novartis and Qualcomm,5,8,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,Financial Services,0,0,,,,0,http://www.drxcapital.com/,https://www.crunchbase.com/organization/drx-capital,203.4
Exhilarator,,2012,"Washington, District of Columbia, United States",Exhilarator partners are entrepreneurs who love helping start-ups grow from small to big.,5,5,0,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Michael Goldstein,"Automotive, Internet",0,0,,,,0,http://www.exhilarator.com,https://www.crunchbase.com/organization/exhilarator,202.8
Carbon Ventures,,2017,"New York, New York, United States",We invest in advanced technologies that reduce our carbon footprint,10,12,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Jason Cahill,"Advanced Materials, AgTech, Artificial Intelligence, Clean Energy, CleanTech, Energy, Machine Learning, Robotics, Transportation, Waste Management",0,2,Closed,McCune Capital II,"Dec 31, 2017",1500000,https://www.carbonventures.vc/,https://www.crunchbase.com/organization/carbonventures,150203.8
Crescent Financial Partners,,2010,"Los Angeles, California, United States",Crescent Financial Partners is a private equity merchant banking firm focused on early stage and middle market opportunities.,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,,,0,0,,,,0,http://crescentfinancialpartners.com,https://www.crunchbase.com/organization/crescent-financial-partners,201.29999999999998
"Cultivation Capital, St. Louis Regional Chamber, Twain Financial Partners",,2017,"Saint Louis, MO",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Spirit of St. Louis Fund 1,"Dec 31, 2017",5000000,,,500201.9
Cartel Equity Fund,,0,"Woodland Hills, CA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Evergreen,Cartel Equity Fund,,100000,,,10000.0
Castle Island Ventures,Duplicate,2018,"Cambridge, Massachusetts, United States","Castle Island Ventures is a venture capital firm,",9,12,1,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Venture Capital,0,0,,,,0,http://www.castleisland.vc/,https://www.crunchbase.com/organization/castle-island-ventures,205.6
Day One Ventures,,2019,"San Francisco, CA",,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Day One Ventures Fund I,"Oct 14, 2019",20000000,,,2000202.8
Echelon Ventures,Duplicate,0,"Waltham, MA",,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Fully Invested,Echelon Ventures I,,16000000,,,1600000.2
Creative Ventures,,0,"San Francisco, CA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Upcoming,Creative Ventures III,,0,,,0.0
Devlabs,,0,"Oakland, CA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,Devlabs Fund II,,21000000,,,2100000.0
Capria Ventures,,2016,"Seattle, WA",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Capria Accelerator Fund,"Nov 2, 2016",5200000,,,520201.8
Arbor Partners,,0,"Ann Arbor, MI",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Evergreen,Arbor Partners,,4310000,,,431000.2
"Dioko Ventures, FCA Venture Partners",,0,"Winston-Salem, NC",,0,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Dioko Health Ventures I,,17000000,,,1700000.7
Frist Cressey Ventures,,2016,"Nashville, Tennessee, United States",Frist Cressey Ventures is focused on accelerating the growth of high potential healthcare enterprises through value-added partnerships.,8,10,4,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Bill Frist, William Frist","Business Development, Health Care, Venture Capital",0,0,,,,0,http://www.fcventures.com/,https://www.crunchbase.com/organization/frist-cresseyventures,204.40000000000006
Fusion Pointe,,2013,"Naples, Florida, United States","Fusion Pointe is a nonprofit venture development organization based in Naples, Florida, focused on encouraging, accelerating and expanding",0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,,0,0,,,,0,http://www.fusionpointe.org,https://www.crunchbase.com/organization/fusion-pointe,201.5
Chestnut Street Ventures,,2016,"Philadelphia, Pennsylvania, United States",Chestnut Street Ventures is a Penn alumni venture fund investing in Penn alum-led companies.,32,39,0,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,"Financial Services, Venture Capital",0,0,,,,0,http://www.chestnutstreetventures.com,https://www.crunchbase.com/organization/chestnut-street-ventures,209.3
ELMA Ventures,,2019,"Palo Alto, California, United States",ELMA backs tenacious entrepreneurs with audacious goals at pre-seed and seed stages.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,,0,0,,,,0,http://www.elma.ventures,https://www.crunchbase.com/organization/elma-ventures-llc,201.9
Data Point Capital,,2016,"Boston, MA",,0,4,0,0,0,0,0.0,0.0,0.27,0.0,27.0,7.3,0.0,0.0,0.0,,,,2018,0,Closed,Data Point Capital II,"Sep 30, 2016",40000000,,,4000202.027
Alpha Venture Partners,,2017,"New York, NY",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Alpha Venture Partners Fund II,"Dec 31, 2017",28350000,,,2835201.8
Adaptive Health Capital,,2017,"Los Angeles, CA",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Adaptive Healthcare Fund,"Dec 31, 2017",1500000,,,150201.9
Frontier Ventures,Duplicate,0,"Moscow, Russia",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Frontier Ventures Partners,,0,,,0.1
Corazon Capital,,2014,"Chicago, Illinois, United States",Corazon Capital is a venture capital firm focused on early-stage opportunities.,40,55,5,17,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Sam Yagan, Steve Farsht","Finance, Financial Services, Venture Capital",0,0,Closed,Corazon Capital II,"Dec 31, 2016",67900000,http://www.corazoncap.com/,https://www.crunchbase.com/organization/corazon-capital,6790214.0
Chilango Ventures,,2015,"San Francisco, California, United States",CHILANGO VENTURES partners with startups and entrepreneurs to boost their capabilities and reach.,2,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Carlos Ochoa,"Angel Investment, Finance, Venture Capital",0,0,,,,0,http://www.chilangoventures.com,https://www.crunchbase.com/organization/chilango-ventures,202.1
Cantos Ventures,,0,"San Francisco, CA",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Cantos Ventures I,,0,,,0.0
Blossom Street Ventures,,2013,"Dallas, Texas, United States",Blossom Street Ventures is a venture capital firm in Dallas focusing on mid-stage venture opportunities.,20,23,8,6,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Kevin Vela, Sammy Abdullah",Venture Capital,0,0,Closed,BSV Fund IV,,3500000,http://www.blossomstreetventures.com/,https://www.crunchbase.com/organization/blossom-street-ventures,350207.5
Colorado Impact Fund,,0,"Denver, CO",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,Colorado Impact Bridge Fund,,22010000,,,2201000.0
Big Idea Ventures,,2018,"New York, New York, United States",Investing in Great Entrepreneurs Solving the World's Biggest Challenges,15,15,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Andrew D. Ive,"Biotechnology, Food and Beverage, Nutrition, Snack Food",0,0,,,,0,https://bigideaventures.com,https://www.crunchbase.com/organization/big-idea-ventures,206.0
CentreGold Capital,,2017,"Fremont, California, United States","Digital Health, Consumer, Venture Capital",9,14,6,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Jie Chen, Josh Shen, Qidong Jia",,0,1,,,"Feb 1, 2017",0,http://www.centregoldcap.com,https://www.crunchbase.com/organization/centregold-capital,204.70000000000002
Almanac Insights,,2018,"New York, NY",,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Almanac Investments Fund,"Jan 23, 2018",30000000,,,3000202.5
FusionX Ventures,Duplicate,2015,"San Diego, California, United States",FusionX Ventures is an early-stage investment fund focused on helping companies build the next generation of cloud-enabled Smart Machines.,7,10,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,"Finance, Financial Services, Venture Capital",0,0,,,,0,http://www.fusionxventures.com/,https://www.crunchbase.com/organization/fusionx-ventures,203.59999999999997
Caerus Ventures,Duplicate,2012,"West Palm Beach, Florida, United States",Caerus Ventures invests early and help exceptional management teams bring game-changing ideas to market.,6,11,1,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,Venture Capital,0,0,,,,0,http://www.caerusvc.com,https://www.crunchbase.com/organization/caerus-ventures,203.39999999999998
Bowery Capital,,2016,"New York, NY",,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Bowery Capital Fund II,"Oct 19, 2016",60000000,,,6000203.9
CASSIUS Family,Duplicate,2017,"Atlanta, Georgia, United States","Early stage venture capital fund focused on Content, Commerce and Consumer.",26,26,0,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Emmanuel Seuge,,0,0,,,,0,http://cassiusfamily.com,https://www.crunchbase.com/organization/cassius-family,207.4
Envision Ventures,,2015,"Menlo Park, CA",,0,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Envision Ventures Fund,"Mar 31, 2015",100000000,,,10000202.3
Deep Space Ventures,,0,"Dallas, TX",,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Fully Invested,Deep Space Ventures Fund,,20000000,,,2000000.4
Dolby Family Ventures,,0,"San Francisco, CA",,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Dolby Family Ventures,,50000000,,,5000001.6
Breakout Labs,,2013,"San Francisco, California, United States",Breakout Labs support a portfolio of early-stage companies in areas ranging from food science and biomedicine to clean energy.,14,16,2,19,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,"Angel Investment, Financial Services, Life Science",0,0,,,,0,http://breakoutlabs.org,https://www.crunchbase.com/organization/breakout-labs,206.5
Carson Ventures,,2016,"Philadelphia, Pennsylvania, United States",Carson Ventures is a VC that focuses on vetting and investing in tech companies impacting the insurance industry.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Phil Schmoyer,"Financial Services, Insurance, InsurTech, Management Consulting, Venture Capital",0,0,,,,0,http://www.carsonconsultgrp.com/,https://www.crunchbase.com/organization/carson-ventures,201.60000000000002
F7 Ventures,,2018,"San Francisco, California, United States","F7 Ventures is a seed investment fund specializing in product, engineering, sales, marketing, partnerships, and operations.",4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Joanna Lee Shevelenko, Kelly Graziadei, Kirthiga Reddy, Sarah Smith",,0,0,,,,0,https://www.f7ventures.vc/,https://www.crunchbase.com/organization/f7-ventures,202.60000000000002
Courtside Ventures,,2015,"New York, New York, United States","We invest in early-stage founders that are transforming the intersection of sports, technology and media.",31,42,8,19,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Deepen Parikh, Vasu Kulkarni",Venture Capital,0,0,,,,0,http://www.courtsidevc.com/,https://www.crunchbase.com/organization/courtside-ventures,211.7
First Star Ventures,Duplicate,2019,"Cambridge, MA",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,First Star Venture Fund II,"Aug 20, 2019",25000000,,,2500202.0
Green Park & Golf Ventures,,2017,"Dallas, TX",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Green Park and Golf Ventures Fund,"Dec 31, 2017",10000000,,,1000201.9
Greatscale Ventures,,2017,"San Diego, California, United States","Greatscale Ventures provides early-stage, highly supportive tech investment partnership.",1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,,,0,https://www.greatscale.ventures/,https://www.crunchbase.com/organization/greatscale-ventures,202.0
Next Level Ventures,Duplicate,2013,"Des Moines, Iowa, United States","Founded in 2013, Next Level Ventures provides capital and management expertise for growing companies in Iowa.",11,15,7,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,,0,0,,,,0,http://nextlevelventures.com/,https://www.crunchbase.com/organization/next-level-ventures,206.7
P.D.R VENTURE COMPANY (P.D.R. VC),,2017,"Santa Monica, California, United States","PDRVC is  a global, A.I technology-focused investment firm pursuing the most promising young startups and ideas.",1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Dela Rostami, Pedram Ariel Rostami","Artificial Intelligence, Information Technology, Machine Learning, Media and Entertainment",0,0,,,,0,http://www.pdrvc.com/,https://www.crunchbase.com/organization/p-d-r-v-c,202.0
PEER Venture Partners,,2010,"Menlo Park, CA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Peer Ventures Group III,"Jul 1, 2010",45350000,,,4535201.0
Naya Ventures,Duplicate,2010,"Irving, Texas, United States","Naya Ventures is a venture company investing in U.S. and India-based companies in the mobile, cloud and big data markets.",17,18,8,70,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Dayakar Puskoor, Prabhakar Reddy","Financial Services, FinTech, Venture Capital",0,0,,,,0,http://www.nayaventures.com,https://www.crunchbase.com/organization/naya-ventures,212.4
Innovation Global Capital,,0,"San Francisco, CA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,Innovation Global Capital II,,0,,,0.0
Next Level Ventures,,2016,"Des Moines, IA",,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Next Level Ventures Fund I,"Jan 1, 2016",38140000,,,3814202.2
Hillcrest Venture Partners,,2010,"Glendale, California, United States",Hillcrest Venture Partners is a venture capital firm that takes a methodical approach to investing in seed to growth stage technology,12,13,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Courtney Hall, Darin Chen, JULIAN LIN",Venture Capital,0,0,,,,0,http://www.hillcrestvp.com,https://www.crunchbase.com/organization/hillcrest-venture-partners,203.89999999999998
Lynett Capital,,2015,"San Francisco, California, United States",Lynett Capital is an early stage investment firm dedicated to the empowering technology companies.,15,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Ben Lynett,Venture Capital,0,0,,,,0,http://www.lynettcapital.com/,https://www.crunchbase.com/organization/lynett-capital,204.7
GFR Fund,Duplicate,2016,"San Francisco, California, United States",GFR Fund is a venture capital fund that invests in early-stage startups that are disrupting the consumer entertainment industry.,7,8,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Finance, Financial Services, Venture Capital",0,0,,,,0,https://www.gfrfund.com/,https://www.crunchbase.com/organization/gfr-fund,203.3
Health2047 Capital Partners,,0,"Menlo Park, CA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,Health2047 Innovation Fund,,0,,,0.0
Portfolia,,2012,"Menlo Park, California, United States",Portfolia is the venture investing platform designed for women.,19,19,0,14,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,Trish Costello,"Finance, Financial Services, Venture Capital",0,1,,,"Aug 7, 2014",1500000,https://www.portfolia.co/,https://www.crunchbase.com/organization/portfolia,150206.5
Meridian Street Capital,,2017,"Carmel, IN",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Meridian Street Ventures II,"Dec 31, 2017",10000000,,,1000201.7
Knoll Ventures,Duplicate,2018,"Atlanta, Georgia, United States",Knoll Ventures is an early-stage venture capital fund that invests in technology-enabled businesses focused on B2B markets.,18,25,2,2,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Andrew Dorman, David Dorman, Richard Fraim","B2B, Finance, Venture Capital",0,0,,,,0,http://www.knollventures.com,https://www.crunchbase.com/organization/knoll-ventures,207.2
Presence Capital,,2015,"San Francisco, California, United States",Presence Capital is an investment firm that finances virtual reality and augmented reality startups.,41,43,3,39,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Paul Bragiel, Phil Chen","Finance, Financial Services, Venture Capital",0,0,,,,0,http://www.presencecap.com/,https://www.crunchbase.com/organization/presence-capital,214.50000000000003
